   Time             I(L1)             Ibat              V(L1)             K2                K1                Vbat_U            Vbat            
 3.295000000E+004  0.000000000E+000 -1.350094381E-007 -1.141058510E-005  1.000000000E+000  0.000000000E+000 -6.409846798E-001  3.206409847E+002 
 3.296000000E+004  0.000000000E+000 -1.349816825E-007 -7.063132779E-005  1.000000000E+000  0.000000000E+000 -6.409846792E-001  3.206409847E+002 
 3.297000000E+004  0.000000000E+000 -1.349539269E-007 -1.141769155E-005  1.000000000E+000  0.000000000E+000 -6.409846786E-001  3.206409847E+002 
 3.298000000E+004  0.000000000E+000 -1.349539269E-007 -7.062422208E-005  1.000000000E+000  0.000000000E+000 -6.409846780E-001  3.206409847E+002 
 3.299000000E+004  0.000000000E+000 -1.349539269E-007 -1.142479618E-005  1.000000000E+000  0.000000000E+000 -6.409846774E-001  3.206409847E+002 
 3.300000000E+004  0.000000000E+000 -1.349539269E-007 -7.061711813E-005  1.000000000E+000  0.000000000E+000 -6.409846768E-001  3.206409847E+002 
 3.301000000E+004  0.000000000E+000 -1.350094381E-007 -1.143189922E-005  1.000000000E+000  0.000000000E+000 -6.409846762E-001  3.206409847E+002 
 3.302000000E+004  0.000000000E+000 -1.349539269E-007 -7.061001583E-005  1.000000000E+000  0.000000000E+000 -6.409846756E-001  3.206409847E+002 
 3.303000000E+004  0.000000000E+000 -1.350094381E-007 -1.143900045E-005  1.000000000E+000  0.000000000E+000 -6.409846750E-001  3.206409847E+002 
 3.304000000E+004  0.000000000E+000 -1.350094381E-007 -7.060291529E-005  1.000000000E+000  0.000000000E+000 -6.409846744E-001  3.206409847E+002 
 3.305000000E+004  0.000000000E+000 -1.350094381E-007 -1.144610007E-005  1.000000000E+000  0.000000000E+000 -6.409846738E-001  3.206409847E+002 
 3.306000000E+004  0.000000000E+000 -1.349816825E-007 -7.059581634E-005  1.000000000E+000  0.000000000E+000 -6.409846732E-001  3.206409847E+002 
 3.307000000E+004  0.000000000E+000 -1.349539269E-007 -1.145319800E-005  1.000000000E+000  0.000000000E+000 -6.409846726E-001  3.206409847E+002 
 3.308000000E+004  0.000000000E+000 -1.350094381E-007 -7.058871915E-005  1.000000000E+000  0.000000000E+000 -6.409846720E-001  3.206409847E+002 
 3.309000000E+004  0.000000000E+000 -1.349816825E-007 -1.146029422E-005  1.000000000E+000  0.000000000E+000 -6.409846714E-001  3.206409847E+002 
 3.310000000E+004  0.000000000E+000 -1.349816825E-007 -7.058162362E-005  1.000000000E+000  0.000000000E+000 -6.409846708E-001  3.206409847E+002 
 3.311000000E+004  0.000000000E+000 -1.349816825E-007 -1.146738873E-005  1.000000000E+000  0.000000000E+000 -6.409846702E-001  3.206409847E+002 
 3.312000000E+004  0.000000000E+000 -1.349539269E-007 -7.057452984E-005  1.000000000E+000  0.000000000E+000 -6.409846696E-001  3.206409847E+002 
 3.313000000E+004  0.000000000E+000 -1.349816825E-007 -1.147448148E-005  1.000000000E+000  0.000000000E+000 -6.409846690E-001  3.206409847E+002 
 3.314000000E+004  0.000000000E+000 -1.349816825E-007 -7.056743783E-005  1.000000000E+000  0.000000000E+000 -6.409846684E-001  3.206409847E+002 
 3.315000000E+004  0.000000000E+000 -1.350094381E-007 -1.148157253E-005  1.000000000E+000  0.000000000E+000 -6.409846678E-001  3.206409847E+002 
 3.316000000E+004  0.000000000E+000 -1.350094381E-007 -7.056034747E-005  1.000000000E+000  0.000000000E+000 -6.409846672E-001  3.206409847E+002 
 3.317000000E+004  0.000000000E+000 -1.350371936E-007 -1.148866187E-005  1.000000000E+000  0.000000000E+000 -6.409846666E-001  3.206409847E+002 
 3.318000000E+004  0.000000000E+000 -1.349816825E-007 -7.055325875E-005  1.000000000E+000  0.000000000E+000 -6.409846660E-001  3.206409847E+002 
 3.319000000E+004  0.000000000E+000 -1.349539269E-007 -1.149574962E-005  1.000000000E+000  0.000000000E+000 -6.409846654E-001  3.206409847E+002 
 3.320000000E+004  0.000000000E+000 -1.350094381E-007 -7.054617174E-005  1.000000000E+000  0.000000000E+000 -6.409846648E-001  3.206409847E+002 
 3.321000000E+004  0.000000000E+000 -1.350371936E-007 -1.150283566E-005  1.000000000E+000  0.000000000E+000 -6.409846642E-001  3.206409847E+002 
 3.322000000E+004  0.000000000E+000 -1.349539269E-007 -7.053908638E-005  1.000000000E+000  0.000000000E+000 -6.409846636E-001  3.206409847E+002 
 3.323000000E+004  0.000000000E+000 -1.349816825E-007 -1.150992006E-005  1.000000000E+000  0.000000000E+000 -6.409846630E-001  3.206409847E+002 
 3.324000000E+004  0.000000000E+000 -1.350094381E-007 -7.053200267E-005  1.000000000E+000  0.000000000E+000 -6.409846624E-001  3.206409847E+002 
 3.325000000E+004  0.000000000E+000 -1.350371936E-007 -1.151700275E-005  1.000000000E+000  0.000000000E+000 -6.409846618E-001  3.206409847E+002 
 3.326000000E+004  0.000000000E+000 -1.349816825E-007 -7.052492072E-005  1.000000000E+000  0.000000000E+000 -6.409846612E-001  3.206409847E+002 
 3.327000000E+004  0.000000000E+000 -1.349539269E-007 -1.152408373E-005  1.000000000E+000  0.000000000E+000 -6.409846606E-001  3.206409847E+002 
 3.328000000E+004  0.000000000E+000 -1.350094381E-007 -7.051784041E-005  1.000000000E+000  0.000000000E+000 -6.409846600E-001  3.206409847E+002 
 3.329000000E+004  0.000000000E+000 -1.349816825E-007 -1.153116301E-005  1.000000000E+000  0.000000000E+000 -6.409846594E-001  3.206409847E+002 
 3.330000000E+004  0.000000000E+000 -1.350094381E-007 -7.051076187E-005  1.000000000E+000  0.000000000E+000 -6.409846588E-001  3.206409847E+002 
 3.331000000E+004  0.000000000E+000 -1.350094381E-007 -1.153824053E-005  1.000000000E+000  0.000000000E+000 -6.409846582E-001  3.206409847E+002 
 3.332000000E+004  0.000000000E+000 -1.349539269E-007 -7.050368509E-005  1.000000000E+000  0.000000000E+000 -6.409846576E-001  3.206409847E+002 
 3.333000000E+004  0.000000000E+000 -1.349816825E-007 -1.154531634E-005  1.000000000E+000  0.000000000E+000 -6.409846570E-001  3.206409847E+002 
 3.334000000E+004  0.000000000E+000 -1.349816825E-007 -7.049660996E-005  1.000000000E+000  0.000000000E+000 -6.409846564E-001  3.206409847E+002 
 3.335000000E+004  0.000000000E+000 -1.350094381E-007 -1.155239045E-005  1.000000000E+000  0.000000000E+000 -6.409846558E-001  3.206409847E+002 
 3.336000000E+004  0.000000000E+000 -1.350094381E-007 -7.048953660E-005  1.000000000E+000  0.000000000E+000 -6.409846552E-001  3.206409847E+002 
 3.337000000E+004  0.000000000E+000 -1.350094381E-007 -1.155946291E-005  1.000000000E+000  0.000000000E+000 -6.409846546E-001  3.206409847E+002 
 3.338000000E+004  0.000000000E+000 -1.350371936E-007 -7.048246476E-005  1.000000000E+000  0.000000000E+000 -6.409846540E-001  3.206409847E+002 
 3.339000000E+004  0.000000000E+000 -1.350371936E-007 -1.156653366E-005  1.000000000E+000  0.000000000E+000 -6.409846534E-001  3.206409847E+002 
 3.340000000E+004  0.000000000E+000 -1.350371936E-007 -7.047539481E-005  1.000000000E+000  0.000000000E+000 -6.409846528E-001  3.206409847E+002 
 3.341000000E+004  0.000000000E+000 -1.350094381E-007 -1.157360265E-005  1.000000000E+000  0.000000000E+000 -6.409846522E-001  3.206409847E+002 
 3.342000000E+004  0.000000000E+000 -1.349816825E-007 -7.046832650E-005  1.000000000E+000  0.000000000E+000 -6.409846516E-001  3.206409847E+002 
 3.343000000E+004  0.000000000E+000 -1.350094381E-007 -1.158066993E-005  1.000000000E+000  0.000000000E+000 -6.409846510E-001  3.206409847E+002 
 3.344000000E+004  0.000000000E+000 -1.350094381E-007 -7.046125990E-005  1.000000000E+000  0.000000000E+000 -6.409846504E-001  3.206409846E+002 
 3.345000000E+004  0.000000000E+000 -1.350094381E-007 -1.158773551E-005  1.000000000E+000  0.000000000E+000 -6.409846498E-001  3.206409846E+002 
 3.346000000E+004  0.000000000E+000 -1.349816825E-007 -7.045419505E-005  1.000000000E+000  0.000000000E+000 -6.409846492E-001  3.206409846E+002 
 3.347000000E+004  0.000000000E+000 -1.349816825E-007 -1.159479945E-005  1.000000000E+000  0.000000000E+000 -6.409846486E-001  3.206409846E+002 
 3.348000000E+004  0.000000000E+000 -1.349816825E-007 -7.044713180E-005  1.000000000E+000  0.000000000E+000 -6.409846480E-001  3.206409846E+002 
 3.349000000E+004  0.000000000E+000 -1.349539269E-007 -1.160186162E-005  1.000000000E+000  0.000000000E+000 -6.409846474E-001  3.206409846E+002 
 3.350000000E+004  0.000000000E+000 -1.349816825E-007 -7.044007037E-005  1.000000000E+000  0.000000000E+000 -6.409846468E-001  3.206409846E+002 
 3.351000000E+004  0.000000000E+000 -1.349816825E-007 -1.160892214E-005  1.000000000E+000  0.000000000E+000 -6.409846462E-001  3.206409846E+002 
 3.352000000E+004  0.000000000E+000 -1.349539269E-007 -7.043301048E-005  1.000000000E+000  0.000000000E+000 -6.409846456E-001  3.206409846E+002 
 3.353000000E+004  0.000000000E+000 -1.350371936E-007 -1.161598101E-005  1.000000000E+000  0.000000000E+000 -6.409846450E-001  3.206409846E+002 
 3.354000000E+004  0.000000000E+000 -1.350094381E-007 -7.042595240E-005  1.000000000E+000  0.000000000E+000 -6.409846444E-001  3.206409846E+002 
 3.355000000E+004  0.000000000E+000 -1.349816825E-007 -1.162303812E-005  1.000000000E+000  0.000000000E+000 -6.409846438E-001  3.206409846E+002 
 3.356000000E+004  0.000000000E+000 -1.350371936E-007 -7.041889592E-005  1.000000000E+000  0.000000000E+000 -6.409846432E-001  3.206409846E+002 
 3.357000000E+004  0.000000000E+000 -1.349816825E-007 -1.163009364E-005  1.000000000E+000  0.000000000E+000 -6.409846426E-001  3.206409846E+002 
 3.358000000E+004  0.000000000E+000 -1.349816825E-007 -7.041184114E-005  1.000000000E+000  0.000000000E+000 -6.409846420E-001  3.206409846E+002 
 3.359000000E+004  0.000000000E+000 -1.349539269E-007 -1.163714734E-005  1.000000000E+000  0.000000000E+000 -6.409846414E-001  3.206409846E+002 
 3.360000000E+004  0.000000000E+000 -1.350094381E-007 -7.040478812E-005  1.000000000E+000  0.000000000E+000 -6.409846408E-001  3.206409846E+002 
 3.361000000E+004  0.000000000E+000 -1.350371936E-007 -1.164419945E-005  1.000000000E+000  0.000000000E+000 -6.409846402E-001  3.206409846E+002 
 3.362000000E+004  0.000000000E+000 -1.349539269E-007 -7.039773669E-005  1.000000000E+000  0.000000000E+000 -6.409846396E-001  3.206409846E+002 
 3.363000000E+004  0.000000000E+000 -1.349816825E-007 -1.165124979E-005  1.000000000E+000  0.000000000E+000 -6.409846390E-001  3.206409846E+002 
 3.364000000E+004  0.000000000E+000 -1.350094381E-007 -7.039068709E-005  1.000000000E+000  0.000000000E+000 -6.409846384E-001  3.206409846E+002 
 3.365000000E+004  0.000000000E+000 -1.350094381E-007 -1.165829849E-005  1.000000000E+000  0.000000000E+000 -6.409846378E-001  3.206409846E+002 
 3.366000000E+004  0.000000000E+000 -1.350094381E-007 -7.038363901E-005  1.000000000E+000  0.000000000E+000 -6.409846372E-001  3.206409846E+002 
 3.367000000E+004  0.000000000E+000 -1.349261713E-007 -1.166534560E-005  1.000000000E+000  0.000000000E+000 -6.409846366E-001  3.206409846E+002 
 3.368000000E+004  0.000000000E+000 -1.349816825E-007 -7.037659265E-005  1.000000000E+000  0.000000000E+000 -6.409846360E-001  3.206409846E+002 
 3.369000000E+004  0.000000000E+000 -1.350094381E-007 -1.167239094E-005  1.000000000E+000  0.000000000E+000 -6.409846354E-001  3.206409846E+002 
 3.370000000E+004  0.000000000E+000 -1.350094381E-007 -7.036954798E-005  1.000000000E+000  0.000000000E+000 -6.409846348E-001  3.206409846E+002 
 3.371000000E+004  0.000000000E+000 -1.349816825E-007 -1.167943464E-005  1.000000000E+000  0.000000000E+000 -6.409846342E-001  3.206409846E+002 
 3.372000000E+004  0.000000000E+000 -1.349816825E-007 -7.036250503E-005  1.000000000E+000  0.000000000E+000 -6.409846336E-001  3.206409846E+002 
 3.373000000E+004  0.000000000E+000 -1.350094381E-007 -1.168647657E-005  1.000000000E+000  0.000000000E+000 -6.409846330E-001  3.206409846E+002 
 3.374000000E+004  0.000000000E+000 -1.350371936E-007 -7.035546378E-005  1.000000000E+000  0.000000000E+000 -6.409846324E-001  3.206409846E+002 
 3.375000000E+004  0.000000000E+000 -1.349816825E-007 -1.169351685E-005  1.000000000E+000  0.000000000E+000 -6.409846318E-001  3.206409846E+002 
 3.376000000E+004  0.000000000E+000 -1.350094381E-007 -7.034842423E-005  1.000000000E+000  0.000000000E+000 -6.409846312E-001  3.206409846E+002 
 3.377000000E+004  0.000000000E+000 -1.349816825E-007 -1.170055538E-005  1.000000000E+000  0.000000000E+000 -6.409846306E-001  3.206409846E+002 
 3.378000000E+004  0.000000000E+000 -1.349816825E-007 -7.034138639E-005  1.000000000E+000  0.000000000E+000 -6.409846300E-001  3.206409846E+002 
 3.379000000E+004  0.000000000E+000 -1.349816825E-007 -1.170759231E-005  1.000000000E+000  0.000000000E+000 -6.409846294E-001  3.206409846E+002 
 3.380000000E+004  0.000000000E+000 -1.350094381E-007 -7.033435014E-005  1.000000000E+000  0.000000000E+000 -6.409846288E-001  3.206409846E+002 
 3.381000000E+004  0.000000000E+000 -1.350094381E-007 -1.171462753E-005  1.000000000E+000  0.000000000E+000 -6.409846282E-001  3.206409846E+002 
 3.382000000E+004  0.000000000E+000 -1.349539269E-007 -7.032731565E-005  1.000000000E+000  0.000000000E+000 -6.409846276E-001  3.206409846E+002 
 3.383000000E+004  0.000000000E+000 -1.350094381E-007 -1.172166100E-005  1.000000000E+000  0.000000000E+000 -6.409846270E-001  3.206409846E+002 
 3.384000000E+004  0.000000000E+000 -1.350094381E-007 -7.032028282E-005  1.000000000E+000  0.000000000E+000 -6.409846264E-001  3.206409846E+002 
 3.385000000E+004  0.000000000E+000 -1.349261713E-007 -1.172869287E-005  1.000000000E+000  0.000000000E+000 -6.409846258E-001  3.206409846E+002 
 3.386000000E+004  0.000000000E+000 -1.349539269E-007 -7.031325174E-005  1.000000000E+000  0.000000000E+000 -6.409846252E-001  3.206409846E+002 
 3.387000000E+004  0.000000000E+000 -1.350094381E-007 -1.173572292E-005  1.000000000E+000  0.000000000E+000 -6.409846246E-001  3.206409846E+002 
 3.388000000E+004  0.000000000E+000 -1.349816825E-007 -7.030622237E-005  1.000000000E+000  0.000000000E+000 -6.409846240E-001  3.206409846E+002 
 3.389000000E+004  0.000000000E+000 -1.350094381E-007 -1.174275133E-005  1.000000000E+000  0.000000000E+000 -6.409846234E-001  3.206409846E+002 
 3.390000000E+004  0.000000000E+000 -1.350094381E-007 -7.029919465E-005  1.000000000E+000  0.000000000E+000 -6.409846228E-001  3.206409846E+002 
 3.391000000E+004  0.000000000E+000 -1.349816825E-007 -1.174977803E-005  1.000000000E+000  0.000000000E+000 -6.409846222E-001  3.206409846E+002 
 3.392000000E+004  0.000000000E+000 -1.349539269E-007 -7.029216869E-005  1.000000000E+000  0.000000000E+000 -6.409846216E-001  3.206409846E+002 
 3.393000000E+004  0.000000000E+000 -1.350094381E-007 -1.175680302E-005  1.000000000E+000  0.000000000E+000 -6.409846210E-001  3.206409846E+002 
 3.394000000E+004  0.000000000E+000 -1.349816825E-007 -7.028514437E-005  1.000000000E+000  0.000000000E+000 -6.409846204E-001  3.206409846E+002 
 3.395000000E+004  0.000000000E+000 -1.349539269E-007 -1.176382631E-005  1.000000000E+000  0.000000000E+000 -6.409846198E-001  3.206409846E+002 
 3.396000000E+004  0.000000000E+000 -1.350094381E-007 -7.027812177E-005  1.000000000E+000  0.000000000E+000 -6.409846192E-001  3.206409846E+002 
 3.397000000E+004  0.000000000E+000 -1.349816825E-007 -1.177084800E-005  1.000000000E+000  0.000000000E+000 -6.409846186E-001  3.206409846E+002 
 3.398000000E+004  0.000000000E+000 -1.349816825E-007 -7.027110075E-005  1.000000000E+000  0.000000000E+000 -6.409846180E-001  3.206409846E+002 
 3.399000000E+004  0.000000000E+000 -1.349816825E-007 -1.177786800E-005  1.000000000E+000  0.000000000E+000 -6.409846174E-001  3.206409846E+002 
 3.400000000E+004  0.000000000E+000 -1.349816825E-007 -7.026408150E-005  1.000000000E+000  0.000000000E+000 -6.409846168E-001  3.206409846E+002 
 3.401000000E+004  0.000000000E+000 -1.349816825E-007 -1.178488628E-005  1.000000000E+000  0.000000000E+000 -6.409846162E-001  3.206409846E+002 
 3.402000000E+004  0.000000000E+000 -1.349539269E-007 -7.025706384E-005  1.000000000E+000  0.000000000E+000 -6.409846156E-001  3.206409846E+002 
 3.403000000E+004  0.000000000E+000 -1.349816825E-007 -1.179190298E-005  1.000000000E+000  0.000000000E+000 -6.409846150E-001  3.206409846E+002 
 3.404000000E+004  0.000000000E+000 -1.349816825E-007 -7.025004794E-005  1.000000000E+000  0.000000000E+000 -6.409846144E-001  3.206409846E+002 
 3.405000000E+004  0.000000000E+000 -1.350094381E-007 -1.179891780E-005  1.000000000E+000  0.000000000E+000 -6.409846138E-001  3.206409846E+002 
 3.406000000E+004  0.000000000E+000 -1.350371936E-007 -7.024303375E-005  1.000000000E+000  0.000000000E+000 -6.409846132E-001  3.206409846E+002 
 3.407000000E+004  0.000000000E+000 -1.349539269E-007 -1.180593108E-005  1.000000000E+000  0.000000000E+000 -6.409846126E-001  3.206409846E+002 
 3.408000000E+004  0.000000000E+000 -1.349816825E-007 -7.023602114E-005  1.000000000E+000  0.000000000E+000 -6.409846120E-001  3.206409846E+002 
 3.409000000E+004  0.000000000E+000 -1.349539269E-007 -1.181294266E-005  1.000000000E+000  0.000000000E+000 -6.409846114E-001  3.206409846E+002 
 3.410000000E+004  0.000000000E+000 -1.349816825E-007 -7.022901030E-005  1.000000000E+000  0.000000000E+000 -6.409846108E-001  3.206409846E+002 
 3.411000000E+004  0.000000000E+000 -1.349816825E-007 -1.181995253E-005  1.000000000E+000  0.000000000E+000 -6.409846102E-001  3.206409846E+002 
 3.412000000E+004  0.000000000E+000 -1.349816825E-007 -7.022200106E-005  1.000000000E+000  0.000000000E+000 -6.409846096E-001  3.206409846E+002 
 3.413000000E+004  0.000000000E+000 -1.350094381E-007 -1.182696082E-005  1.000000000E+000  0.000000000E+000 -6.409846090E-001  3.206409846E+002 
 3.414000000E+004  0.000000000E+000 -1.350094381E-007 -7.021499351E-005  1.000000000E+000  0.000000000E+000 -6.409846084E-001  3.206409846E+002 
 3.415000000E+004  0.000000000E+000 -1.349539269E-007 -1.183396739E-005  1.000000000E+000  0.000000000E+000 -6.409846078E-001  3.206409846E+002 
 3.416000000E+004  0.000000000E+000 -1.349816825E-007 -7.020798762E-005  1.000000000E+000  0.000000000E+000 -6.409846072E-001  3.206409846E+002 
 3.417000000E+004  0.000000000E+000 -1.349816825E-007 -1.184097232E-005  1.000000000E+000  0.000000000E+000 -6.409846066E-001  3.206409846E+002 
 3.418000000E+004  0.000000000E+000 -1.349816825E-007 -7.020098343E-005  1.000000000E+000  0.000000000E+000 -6.409846060E-001  3.206409846E+002 
 3.419000000E+004  0.000000000E+000 -1.349816825E-007 -1.184797543E-005  1.000000000E+000  0.000000000E+000 -6.409846054E-001  3.206409846E+002 
 3.420000000E+004  0.000000000E+000 -1.349816825E-007 -7.019398100E-005  1.000000000E+000  0.000000000E+000 -6.409846048E-001  3.206409846E+002 
 3.421000000E+004  0.000000000E+000 -1.350094381E-007 -1.185497695E-005  1.000000000E+000  0.000000000E+000 -6.409846042E-001  3.206409846E+002 
 3.422000000E+004  0.000000000E+000 -1.349539269E-007 -7.018698017E-005  1.000000000E+000  0.000000000E+000 -6.409846036E-001  3.206409846E+002 
 3.423000000E+004  0.000000000E+000 -1.349816825E-007 -1.186197676E-005  1.000000000E+000  0.000000000E+000 -6.409846030E-001  3.206409846E+002 
 3.424000000E+004  0.000000000E+000 -1.349816825E-007 -7.017998109E-005  1.000000000E+000  0.000000000E+000 -6.409846024E-001  3.206409846E+002 
 3.425000000E+004  0.000000000E+000 -1.350094381E-007 -1.186897492E-005  1.000000000E+000  0.000000000E+000 -6.409846018E-001  3.206409846E+002 
 3.426000000E+004  0.000000000E+000 -1.350371936E-007 -7.017298361E-005  1.000000000E+000  0.000000000E+000 -6.409846012E-001  3.206409846E+002 
 3.427000000E+004  0.000000000E+000 -1.349539269E-007 -1.187597132E-005  1.000000000E+000  0.000000000E+000 -6.409846006E-001  3.206409846E+002 
 3.428000000E+004  0.000000000E+000 -1.350094381E-007 -7.016598789E-005  1.000000000E+000  0.000000000E+000 -6.409846000E-001  3.206409846E+002 
 3.429000000E+004  0.000000000E+000 -1.349539269E-007 -1.188296613E-005  1.000000000E+000  0.000000000E+000 -6.409845994E-001  3.206409846E+002 
 3.430000000E+004  0.000000000E+000 -1.349539269E-007 -7.015899376E-005  1.000000000E+000  0.000000000E+000 -6.409845988E-001  3.206409846E+002 
 3.431000000E+004  0.000000000E+000 -1.349816825E-007 -1.188995924E-005  1.000000000E+000  0.000000000E+000 -6.409845982E-001  3.206409846E+002 
 3.432000000E+004  0.000000000E+000 -1.349816825E-007 -7.015200140E-005  1.000000000E+000  0.000000000E+000 -6.409845976E-001  3.206409846E+002 
 3.433000000E+004  0.000000000E+000 -1.349816825E-007 -1.189695058E-005  1.000000000E+000  0.000000000E+000 -6.409845970E-001  3.206409846E+002 
 3.434000000E+004  0.000000000E+000 -1.349816825E-007 -7.014501068E-005  1.000000000E+000  0.000000000E+000 -6.409845964E-001  3.206409846E+002 
 3.435000000E+004  0.000000000E+000 -1.350094381E-007 -1.190394033E-005  1.000000000E+000  0.000000000E+000 -6.409845958E-001  3.206409846E+002 
 3.436000000E+004  0.000000000E+000 -1.350094381E-007 -7.013802167E-005  1.000000000E+000  0.000000000E+000 -6.409845952E-001  3.206409846E+002 
 3.437000000E+004  0.000000000E+000 -1.349816825E-007 -1.191092838E-005  1.000000000E+000  0.000000000E+000 -6.409845946E-001  3.206409846E+002 
 3.438000000E+004  0.000000000E+000 -1.349539269E-007 -7.013103436E-005  1.000000000E+000  0.000000000E+000 -6.409845940E-001  3.206409846E+002 
 3.439000000E+004  0.000000000E+000 -1.349261713E-007 -1.191791478E-005  1.000000000E+000  0.000000000E+000 -6.409845934E-001  3.206409846E+002 
 3.440000000E+004  0.000000000E+000 -1.349816825E-007 -7.012404865E-005  1.000000000E+000  0.000000000E+000 -6.409845928E-001  3.206409846E+002 
 3.441000000E+004  0.000000000E+000 -1.350094381E-007 -1.192489947E-005  1.000000000E+000  0.000000000E+000 -6.409845922E-001  3.206409846E+002 
 3.442000000E+004  0.000000000E+000 -1.350094381E-007 -7.011706464E-005  1.000000000E+000  0.000000000E+000 -6.409845916E-001  3.206409846E+002 
 3.443000000E+004  0.000000000E+000 -1.350371936E-007 -1.193188251E-005  1.000000000E+000  0.000000000E+000 -6.409845910E-001  3.206409846E+002 
 3.444000000E+004  0.000000000E+000 -1.350094381E-007 -7.011008222E-005  1.000000000E+000  0.000000000E+000 -6.409845904E-001  3.206409846E+002 
 3.445000000E+004  0.000000000E+000 -1.350094381E-007 -1.193886396E-005  1.000000000E+000  0.000000000E+000 -6.409845898E-001  3.206409846E+002 
 3.446000000E+004  0.000000000E+000 -1.349816825E-007 -7.010310156E-005  1.000000000E+000  0.000000000E+000 -6.409845892E-001  3.206409846E+002 
 3.447000000E+004  0.000000000E+000 -1.349539269E-007 -1.194584365E-005  1.000000000E+000  0.000000000E+000 -6.409845886E-001  3.206409846E+002 
 3.448000000E+004  0.000000000E+000 -1.350094381E-007 -7.009612250E-005  1.000000000E+000  0.000000000E+000 -6.409845880E-001  3.206409846E+002 
 3.449000000E+004  0.000000000E+000 -1.350094381E-007 -1.195282175E-005  1.000000000E+000  0.000000000E+000 -6.409845874E-001  3.206409846E+002 
 3.450000000E+004  0.000000000E+000 -1.349816825E-007 -7.008914514E-005  1.000000000E+000  0.000000000E+000 -6.409845868E-001  3.206409846E+002 
 3.451000000E+004  0.000000000E+000 -1.350094381E-007 -1.195979803E-005  1.000000000E+000  0.000000000E+000 -6.409845862E-001  3.206409846E+002 
 3.452000000E+004  0.000000000E+000 -1.349261713E-007 -7.008216949E-005  1.000000000E+000  0.000000000E+000 -6.409845856E-001  3.206409846E+002 
 3.453000000E+004  0.000000000E+000 -1.350094381E-007 -1.196677277E-005  1.000000000E+000  0.000000000E+000 -6.409845850E-001  3.206409846E+002 
 3.454000000E+004  0.000000000E+000 -1.349816825E-007 -7.007519548E-005  1.000000000E+000  0.000000000E+000 -6.409845844E-001  3.206409846E+002 
 3.455000000E+004  0.000000000E+000 -1.349816825E-007 -1.197374576E-005  1.000000000E+000  0.000000000E+000 -6.409845838E-001  3.206409846E+002 
 3.456000000E+004  0.000000000E+000 -1.349816825E-007 -7.006822318E-005  1.000000000E+000  0.000000000E+000 -6.409845832E-001  3.206409846E+002 
 3.457000000E+004  0.000000000E+000 -1.349539269E-007 -1.198071715E-005  1.000000000E+000  0.000000000E+000 -6.409845826E-001  3.206409846E+002 
 3.458000000E+004  0.000000000E+000 -1.350094381E-007 -7.006125242E-005  1.000000000E+000  0.000000000E+000 -6.409845820E-001  3.206409846E+002 
 3.459000000E+004  0.000000000E+000 -1.349816825E-007 -1.198768695E-005  1.000000000E+000  0.000000000E+000 -6.409845814E-001  3.206409846E+002 
 3.460000000E+004  0.000000000E+000 -1.350094381E-007 -7.005428336E-005  1.000000000E+000  0.000000000E+000 -6.409845808E-001  3.206409846E+002 
 3.461000000E+004  0.000000000E+000 -1.350094381E-007 -1.199465498E-005  1.000000000E+000  0.000000000E+000 -6.409845802E-001  3.206409846E+002 
 3.462000000E+004  0.000000000E+000 -1.349539269E-007 -7.004731600E-005  1.000000000E+000  0.000000000E+000 -6.409845796E-001  3.206409846E+002 
 3.463000000E+004  0.000000000E+000 -1.350094381E-007 -1.200162137E-005  1.000000000E+000  0.000000000E+000 -6.409845790E-001  3.206409846E+002 
 3.464000000E+004  0.000000000E+000 -1.349816825E-007 -7.004035035E-005  1.000000000E+000  0.000000000E+000 -6.409845784E-001  3.206409846E+002 
 3.465000000E+004  0.000000000E+000 -1.349539269E-007 -1.200858600E-005  1.000000000E+000  0.000000000E+000 -6.409845778E-001  3.206409846E+002 
 3.466000000E+004  0.000000000E+000 -1.349816825E-007 -7.003338641E-005  1.000000000E+000  0.000000000E+000 -6.409845772E-001  3.206409846E+002 
 3.467000000E+004  0.000000000E+000 -1.349816825E-007 -1.201554903E-005  1.000000000E+000  0.000000000E+000 -6.409845766E-001  3.206409846E+002 
 3.468000000E+004  0.000000000E+000 -1.349539269E-007 -7.002642405E-005  1.000000000E+000  0.000000000E+000 -6.409845760E-001  3.206409846E+002 
 3.469000000E+004  0.000000000E+000 -1.349816825E-007 -1.202251036E-005  1.000000000E+000  0.000000000E+000 -6.409845754E-001  3.206409846E+002 
 3.470000000E+004  0.000000000E+000 -1.350094381E-007 -7.001946341E-005  1.000000000E+000  0.000000000E+000 -6.409845748E-001  3.206409846E+002 
 3.471000000E+004  0.000000000E+000 -1.350094381E-007 -1.202947004E-005  1.000000000E+000  0.000000000E+000 -6.409845742E-001  3.206409846E+002 
 3.472000000E+004  0.000000000E+000 -1.349816825E-007 -7.001250447E-005  1.000000000E+000  0.000000000E+000 -6.409845736E-001  3.206409846E+002 
 3.473000000E+004  0.000000000E+000 -1.349816825E-007 -1.203642802E-005  1.000000000E+000  0.000000000E+000 -6.409845730E-001  3.206409846E+002 
 3.474000000E+004  0.000000000E+000 -1.349539269E-007 -7.000554717E-005  1.000000000E+000  0.000000000E+000 -6.409845724E-001  3.206409846E+002 
 3.475000000E+004  0.000000000E+000 -1.349539269E-007 -1.204338429E-005  1.000000000E+000  0.000000000E+000 -6.409845718E-001  3.206409846E+002 
